25.15723,0.03371472,2.084081,3.285789,23.15016,0.03167725,1.953742,3.080295
26.86378,0.03371044,2.061366,3.249976,24.63397,0.0316733,1.934138,3.049387
25.97876,0.03146528,1.901716,2.99827,23.86446,0.02960537,1.786688,2.816916
41.26026,0.05091506,3.201231,5.047102,37.15139,0.04753699,2.994313,4.720873
23.90519,0.03709681,2.589832,4.083163,22.06154,0.03479361,2.428012,3.828036
34.10508,0.04213488,2.614779,4.122495,30.93012,0.03943809,2.4488,3.86081
25.05937,0.03305829,2.034773,3.20805,23.06507,0.03107256,1.908344,3.008719
29.6499,0.03755096,2.516834,3.968072,27.05644,0.03521219,2.366833,3.73158
26.74532,0.04071751,2.844809,4.485163,24.53097,0.03813121,2.666745,4.204424
34.61272,0.04349385,2.713507,4.278151,31.3715,0.04069126,2.540204,4.004919
30.77338,0.03316562,2.138186,3.371092,28.03328,0.03117143,2.017592,3.180963
30.94048,0.03238718,2.073268,3.268742,28.17857,0.03045441,1.957658,3.086469
34.56177,0.04778082,3.292276,5.190645,31.3272,0.04464537,3.088652,4.869609
26.88888,0.04239126,2.744591,4.327157,24.65579,0.0396745,2.562701,4.040387
34.14099,0.04209898,2.611508,4.117338,30.96134,0.03940498,2.445804,3.856086
32.10123,0.0403141,2.500777,3.942758,29.18782,0.03775929,2.342405,3.693066
29.11418,0.04224415,2.927113,4.614923,26.59064,0.03953885,2.745488,4.328572
30.45254,0.03973827,2.478772,3.908064,27.75431,0.03722841,2.321003,3.659323
35.81079,0.04752576,3.013198,4.750647,32.41319,0.04441009,2.817552,4.442189
28.38412,0.03675256,2.472468,3.898125,25.95587,0.03447635,2.32471,3.665169
30.89568,0.03679715,2.432706,3.835435,28.13962,0.03451744,2.290058,3.610535
30.94359,0.04128684,2.808306,4.427611,28.18128,0.03865614,2.637476,4.158279
26.384,0.03766634,2.37514,3.744677,24.21682,0.03531853,2.222384,3.503839
32.209,0.04118878,2.776277,4.377114,29.28152,0.03856572,2.60894,4.113289
25.23272,0.03380504,2.2812,3.59657,23.2158,0.03176045,2.145118,3.38202
36.79415,0.04024929,2.621142,4.132526,33.26821,0.03769953,2.468361,3.89165
34.81839,0.04019405,2.456075,3.87228,31.55033,0.0376486,2.302764,3.630567
28.21998,0.03605924,2.224009,3.506402,25.81315,0.03383742,2.084776,3.286884
23.70453,0.03062291,1.865777,2.941608,21.88707,0.02882969,1.752031,2.762275
23.73296,0.02898763,1.905394,3.004069,21.91179,0.02732421,1.797328,2.833691
35.17225,0.04466702,2.797323,4.410296,31.858,0.04177321,2.617895,4.127408
37.47945,0.04759084,3.218857,5.074892,33.86406,0.04447012,3.022877,4.765907
34.51118,0.03975892,2.426698,3.825963,31.28322,0.03724745,2.275491,3.587569
24.77066,0.03615436,2.27999,3.594661,22.81404,0.03392508,2.133461,3.363642
25.88752,0.0321962,1.958228,3.087368,23.78514,0.03027852,1.83859,2.898744
36.28012,0.0442814,2.962423,4.670595,32.82127,0.04141757,2.784363,4.389862
26.91955,0.03230817,1.95407,3.080812,24.68246,0.03038164,1.835467,2.893822
29.52829,0.03359322,2.191623,3.455341,26.9507,0.03156532,2.066149,3.257518
31.02215,0.03882664,2.599318,4.098119,28.24958,0.03638803,2.444254,3.853642
30.53999,0.0443864,2.84494,4.485369,27.83035,0.0415144,2.658468,4.191374
31.59302,0.0428893,2.709552,4.271914,28.74594,0.04013376,2.534522,3.99596
33.29283,0.0469454,3.246469,5.118425,30.22389,0.04387473,3.045093,4.800933
33.15089,0.0467266,2.99062,4.71505,30.10047,0.0436729,2.794856,4.406405
32.58377,0.04889121,3.431286,5.40981,29.60737,0.04566975,3.215469,5.06955
29.18417,0.03743422,2.317275,3.653445,26.65149,0.03510459,2.171335,3.423354
20.74491,0.02588313,1.543736,2.433874,19.31375,0.02446757,1.454338,2.292928
29.85169,0.03901226,2.636106,4.156119,27.23189,0.03655914,2.477262,3.905684
27.39095,0.04152514,2.901333,4.574279,25.09233,0.03887586,2.719705,4.287921
31.8078,0.03714508,2.446376,3.856988,28.93268,0.0348381,2.303374,3.63153
34.32174,0.04490146,2.827949,4.458581,31.1185,0.04198944,2.645618,4.171115
